序号,园区名称,入驻企业,园区面积(亩),特色产业,园区位置,所属省,所属市,所属区县
288,临港先进制造业基地3期,14,153.62,,上海市金山区枫泾镇钱明东路915号,上海市,,金山区
289,闵行物流园区,118,152.99,物流园,上海市闵行区颛桥镇莲花南路2588号,上海市,,闵行区
290,漕河泾·松江新兴产业园,530,152.74,新兴产业,上海市松江区新桥镇莘砖公路518弄,上海市,,松江区
291,上海莘闵高科技园区,988,151.8518,,上海市闵行区光华路1508号,上海市,,闵行区
292,文定生活家居创意广场,753,151.78,家居,上海市徐汇区文定路258号,上海市,,徐汇区
293,万科VMO花园广场,172,151.52,,浦锦路2049号(近地铁8号线芦恒路),上海市,,闵行区
294,普洛斯物流园,7,150.9828,物流园,上海市浦东新区川南奉公路727号附近,上海市,,浦东新区
295,瑞地松江双层现代物流园,5,149.9331,物流园,上海市松江区辰塔路松汇西路交叉口瑞地松江双层,上海市,,松江区
296,上海华泰实业公司工业园区,29,149.6968,工业园,上海市浦东新区沔北路58弄,上海市,,浦东新区
297,宝钢高科技园,86,149.65,,上海市浦东新区郭守敬路515号,上海市,,浦东新区
298,中国软包装集团华东软包装科技园,75,148.54,包装印刷,上海市金山区金流路429号,上海市,,金山区
299,金桥科技工业城,51,148.28,,上海市浦东新区川桥路1510号48幢T52-2,上海市,,浦东新区
300,联东U谷宝山国际企业港,102,147.9854,,上海市宝山区罗宁路1288弄,上海市,,宝山区
301,世赫工业,20,147.59,,枫泾工业园万枫公路2788号,上海市,,金山区
302,三联发展f7工业园,63,147.4241,工业园,上海市浦东新区希雅路330-370,上海市,,浦东新区
303,龙湖数字科创中心,16,146.58,,宝安公路1799号,上海市,,宝山区
304,森马工业园,21,145.5576,工业园,上海市闵行区莲花南路2689号(近元江路),上海市,,闵行区
305,东方汽配城(博园路),461,145.36,,博园路999号,上海市,,嘉定区
306,普洛斯金桥物流园,27,145.356,物流园,上海市浦东新区利枝路66号,上海市,,浦东新区
307,金桥华虹创新园,176,144.76,,申江路与锦绣东路交叉口西北200米,上海市,,浦东新区
308,积旺工业园,72,143.78,工业园,九亭镇积旺工业园(西北门)康鸣路11号,上海市,,松江区
309,凌空SOHO,602,143.08,,新泾镇金钟路968号,上海市,,长宁区
310,索尔维上海科技园,5,142.1887,,上海市闵行区莘庄工业区金都路中春路3966号,上海市,,闵行区
311,上海青浦工业园区(崧泽大道),524,141.9255,工业园,上海市青浦区崧泽大道10505号,上海市,,青浦区
312,上海智城,372,141.8498,,上海市浦东新区沪南公路8666号,上海市,,浦东新区
313,黄桥工业园,32,141.4961,工业园,上海市松江区叶新公路5066-5068号,上海市,,松江区
314,易通工业园,18,140.8689,工业园,上海市嘉定区马陆镇丰茂路258号,上海市,,嘉定区
315,上海外联发D4工业园区,1267,139.99,工业园,上海市浦东新区自由贸易实验区富特东一路62号,上海市,,浦东新区
316,月星环球港,1455,139.77,,,上海市,,普陀区
317,联东U谷上海嘉定国际企业港,169,139.3493,,上海市嘉定区恒永路328号,上海市,,嘉定区
318,临港新侨新兴产业园,53,139.33,新兴产业,临港产业区鸿音路与琼阁路交叉口,上海市,,浦东新区
319,盛创企业家园二期(盛创科技园),14595,139.29,,上海市嘉定区嘉罗公路1661弄,上海市,,嘉定区
320,IBP国际商务花园,136,139.11,,临虹路280弄1-10号,上海市,,长宁区
321,通用电气中国科技园,22,138.657,电气,上海市浦东新区华佗路1号2号楼4层,上海市,,浦东新区
322,派米雷佘山智地,32,138.4,,鼎盛路2050号,上海市,,松江区
323,联动U谷北区(上海杭州湾北岸电子商务产业园),5211,137.75,电子商务,上海市金山区夏宁路818弄1-85号,上海市,,金山区
324,上海邦普园,32,137.6076,,上海市松江区新桥镇金都西路800号,上海市,,松江区
325,丰树欧罗物流园区,14,136.8164,物流园,上海市浦东新区祝桥镇远航路785号,上海市,,浦东新区
326,华亭工业园区,12,136.7,工业园,上海市嘉定区沪华中路北100米,上海市,,嘉定区
327,上海国际中小企业城(南乐路),2140,136.45,,上海市松江区松江出口加工区南乐路158号,上海市,,松江区
328,中核·科创园,59,136.15,,上海市青浦区蟠龙路500号(近徐民路),上海市,,青浦区
329,宝临电气工业园,17,136.1036,"电气,工业园",上海市宝山区罗泾镇金勺路1515号,上海市,,宝山区
330,中成智谷,191,136,,上海市宝山区淞南镇长江路258,上海市,,宝山区
331,新发展5号工业园区(富特东三路),75,135.958,工业园,上海市浦东新区外高桥保税区富特东三路30号,上海市,,浦东新区
332,富山产业园,110,135.79,,上海市金山区中达路518号,上海市,,金山区
333,上海嘉定工业区,416,135.7849,,上海市嘉定区徐行镇嘉定工业区,上海市,,嘉定区
334,嘉定工业区经济城一园区,31591,135.52,,叶城路925号,上海市,,嘉定区
335,南翔现代企业园,118,134.7143,,上海市嘉定区科盛路288号,上海市,,嘉定区
336,漕河泾科技绿洲,1441,134,,上海市松江区九亭镇中心路1158号,上海市,,松江区
337,普洛斯西北物流园(金达路),6,133.4591,物流园,上海市普陀区桃浦镇金达路175号,上海市,,普陀区
338,天安·万科御河硅谷4期,96,132.39,,五星路与西业路交叉口西约80米,上海市,,浦东新区
339,普洛斯梅陇物流园,75,132.38,物流园,上海市闵行区虹梅南路3988号,上海市,,闵行区
340,F21工业园区,40,132,工业园,上海市浦东新区外高桥保税区日樱北路199号,上海市,,浦东新区
341,新发展8号园区,139,131.96,,上海市浦东新区外高桥保税区法赛路281号,上海市,,浦东新区
342,张江润和国际总部园,70,131.56,,张衡路1000弄,上海市,,浦东新区
343,上海生物技术工业园区,47,131.32,工业园,上海市浦东新区桂桥路1150号,上海市,,浦东新区
344,上海(金山)国际中小企业产业园,13,131,,春丽路与九工路交叉口西北260米,上海市,,金山区
345,茸康置业园,42,130.84,,松蒸公路188号,上海市,,松江区
346,城市概念软件信息服务园,531,130.77,IT软件,隆昌路619号(隆昌路地铁站4号口步行390米),上海市,,杨浦区
347,上海市枫泾都市型工业园,7492,130.68,工业园,,上海市,,金山区
348,虹桥国际特产电商物流港,358,130.3307,"电商物流,物流园",上海市闵行区虹桥镇联友路2096号,上海市,,闵行区
349,上海国际食品产业园,873,130.167,食品,上海市松江区沪松公路2101号,上海市,,松江区
350,浦江智汇园,186,130.05,,联航路1399弄1-35号,上海市,,闵行区
351,澳升工业园区,30,129.5426,工业园,上海市嘉定区江桥镇日永路4号,上海市,,嘉定区
352,柴火空间(亚洲)青年创客中心北区,220,129.27,,沪松路999号,上海市,,松江区
353,世界酒博园,11,128.85,酒,江桥镇博园路1016号,上海市,,嘉定区
354,为国明珠工业园区,588,128.3417,工业园,上海市浦东新区同发路123弄,上海市,,浦东新区
355,春光智创产业园,310,128.1276,,上海市嘉定区科茂路附近,上海市,,嘉定区
356,118广场,1134,128.1,,,上海市,,普陀区
357,金地威新科创园(中春路),50,127.98,,莘庄工业区中春路1288号,上海市,,闵行区
358,新发展13号工业园区,30,127.7538,工业园,上海市浦东新区英伦路389号,上海市,,浦东新区
359,金科中心,21,127.7,,上海市浦东新区金科路2727、2829,上海市,,浦东新区
360,上海工程技术大学国家大学科技园(大场园区),191,127.47,国家大学,沪太路2999弄1-29号(上大路地铁站1号口步行90米),上海市,,宝山区
361,东方万国企业中心,135,126.65,,新金桥路1599号,上海市,,浦东新区
362,万科七宝国际智慧园,936,126.6156,,上海市闵行区新龙路1333号,上海市,,闵行区
363,上海普洛斯闵行物流园,5,126.4318,物流园,上海市闵行区元江路1501号,上海市,,闵行区
364,桃浦湾TOP ONE,476,125.34,,上海市普陀区桃浦镇真南路1200号,上海市,,普陀区
365,上海景鑫工业园,24,125.1841,工业园,上海市嘉定区马陆镇育绿路28弄,上海市,,嘉定区
366,上海威氏工业园区,54,124.65,工业园,上海市松江区南环路与中德路交叉口西北方向80米,上海市,,松江区
367,时尚谷创意园,676,124,时尚,上海市松江区鼎源路618弄,上海市,,松江区
368,中远特易捷国际物流园,5,123.68,物流园,上海市嘉定区宝凤路755号,上海市,,嘉定区
369,上海张江现代医疗器械园,107,123.33,医疗器械,上海市浦东新区张江高科技园区东区瑞庆路590号,上海市,,浦东新区
370,新发展1号工业园区,486,123.2959,工业园,上海市浦东新区外高桥保税区港澳路271号,上海市,,浦东新区
371,悠口园区,2109,122.8646,,上海市奉贤区南桥镇程普路377号,上海市,,奉贤区
372,中关村·虹桥创新中心,116,122.43,,临虹路365号,上海市,,长宁区
373,新桥工业园,69,122.42,工业园,上海市松江区新创路东100米,上海市,,松江区
374,南翔机器人产业园,22,122.3,机器人,南翔镇翔江公路485号,上海市,,嘉定区
375,中邦商务园,86,121.7156,,上海市浦东新区王桥路1000~1024号,上海市,,浦东新区
376,上海浦东国际汽配物流城,223,121.6876,物流园,上海市浦东新区川图路300号(近川沙路),上海市,,浦东新区
377,浦发金桥工业城金桥出口加工区71号,19,121.5774,,上海市浦东新区陇桥路220号,上海市,,浦东新区
378,上海杉中科技创业园(日樱北路),60,120.91,,上海市浦东新区高桥镇自贸区日樱北路255,上海市,,浦东新区
379,上海垠海粮食产业园区,25,120.91,,上海市奉贤区奉城镇奉高路858号附近,上海市,,奉贤区
380,高新技术园区(江河路),42,120.75,,高技路与江河路交叉口南160米,上海市,,松江区
381,上海南汇康桥工业园,260,120.6594,工业园,上海市浦东新区康桥路,上海市,,浦东新区
382,松港1088创意园,82,119.8751,,上海市浦东新区康桥东路1088号,上海市,,浦东新区
383,天地软件园,1313,119.59,IT软件,上海市普陀区中江路879号,上海市,,普陀区
384,星火开发区工业厂房园区(白云路),72,119.22,,上海市奉贤区白云路85号,上海市,,奉贤区
385,张江药谷,262,118.79,医药,上海市浦东新区蔡伦路720弄1-7号,上海市,,浦东新区
386,临港智造园·金桂园,14,118.6994,智能制造,上海市奉贤区新杨公路1566号,上海市,,奉贤区
387,金地威新宝山智造园,48,117.92,智能制造,上海市宝山区威航路218弄,上海市,,宝山区
388,上海国际中小企业城(三浜路),122,117.1184,,上海市松江区车墩镇三浜路261号,上海市,,松江区
389,漕河泾现代服务业园区,238,117,,上海市徐汇区古美路1528号,上海市,,徐汇区
390,顺丰丰泰产业园·上海青浦,26,116.3712,,上海市青浦区华新镇华南路555号,上海市,,青浦区
391,铁闵公铁物流园,485,115.9534,物流园,上海市闵行区昆阳路1600号,上海市,,闵行区
392,中国上海网络视听产业基地(紫叶广场),3613,115.79,影视,上海市闵行区紫星路588号,上海市,,闵行区
393,上海派米雷产业园区,25,115.78,,上海市奉贤区海湾镇民乐路328号,上海市,,奉贤区
394,扬子江国际企业广场,86,115.55,,上海市长宁区新泾镇临新路268弄,上海市,,长宁区
395,长阳创谷,367,115.32,,上海市杨浦区长阳路1687号,上海市,,杨浦区
396,庄行镇邬桥经济园区(南上海文化创意产业园),305,113.12,"文化,文化创意",上海市奉贤区大叶公路2665号,上海市,,奉贤区
397,安信商业广场,457,113.04,,牡丹江路1255号,上海市,,宝山区
398,同济大学国家大学科技园(黄渡·绿苑路),620,112.62,国家大学,上海市嘉定区曹安公路4801号,上海市,,嘉定区
399,嘉定复跃文创园区,174,112.62,"文化,文化创意",浏翔公路1000号,上海市,,嘉定区
400,新发展10号工业园区,43,112,工业园,上海市浦东新区外高桥保税区巴圣路与日樱南路交叉口巴圣路275号,上海市,,浦东新区
401,圣御工业总部园,60,111.8639,,上海市浦东新区川宏路866号,上海市,,浦东新区
402,上海东方环球企业园,463,110.6522,,上海市静安区永和路118弄-150号,上海市,,静安区
403,上海连成(集团)工业园,5,110.58,工业园,曹安公路3616-3618号,上海市,,嘉定区
404,康桥工业区,435,110.4027,,上海市浦东新区康桥东路1365弄1-32号,上海市,,浦东新区
405,上海化工研究院产业化园区,24,110.07,化工,上海市金山区金山卫镇新卫公路855号,上海市,,金山区
406,创异工房·市级文化创意产业园,12,109.9623,"文化,文化创意",上海市松江区沈砖公路6000号,上海市,,松江区
407,上海国际化工生产性服务业功能区,7606,109.26,化工,上海市金山区浦卫公路16299弄,上海市,,金山区
408,启迪漕河泾(中山)科技园水木园,117,109.16,,广富林东路199号,上海市,,松江区
409,上海金盾消防产业园,21,109.1167,,上海市浦东新区书院镇万松路88号,上海市,,浦东新区
410,明谷科技园,4170,108.79,,上海市闵行区中春路7001号,上海市,,闵行区
411,智汇科创园,63,108.66,,上海市松江区松江工业区江田东路185号,上海市,,松江区
412,和汇集团伟凯产业园,127,108.3,,上海市松江区洞泾镇沈砖公路5599号,上海市,,松江区
413,金桥出口加工区40B号,17,108.17,,川桥路1765号(桂桥路地铁站4B口步行340米),上海市,,浦东新区
414,金地威新智造园,73,107.69,智能制造,申港路3255号,上海市,,松江区
415,上海宝山经济发展区(飞黄路),4463,107.26,,上海市宝山区沪太路8885号,上海市,,宝山区
416,张江云立方,743,107.1637,,上海市青浦区北青公路10688号,上海市,,青浦区
417,上海印刷(集团)有限公司青浦印刷园区,8,107.16,包装印刷,上海市青浦区汇金路889号,上海市,,青浦区
